"","gene","log2FoldChange","padj","pvalue","baseMean","stat"
"XPNPEP1","XPNPEP1",-0.54066917912483,1.56468203741381e-34,2.57327498836e-37,1584.81259931859,-12.764946468589
"MTFP1","MTFP1",-1.43535165695118,1.75188272742403e-34,2.92997808070918e-37,497.801759373004,-12.7548341184769
"CCL4","CCL4",-2.88674893362977,1.79498534003432e-34,3.05210050849041e-37,434.808383546491,-12.7516515139206
"CD86","CD86",-1.84914989744592,2.09824443553579e-34,3.62623428580402e-37,1932.46988045532,-12.7382091056868
"KPNA2","KPNA2",-1.01510943317972,2.10445053772788e-34,3.69562045649774e-37,1728.6360630013,-12.7367300828479
"CCL3","CCL3",-3.21573688554366,2.14529536357914e-34,3.82714712945129e-37,434.388011358314,-12.7340007191724
"UBE2T","UBE2T",-1.61449151229978,2.40120485363286e-34,4.35061506581564e-37,114.842421941863,-12.7239904568382
"RAD51AP1","RAD51AP1",-1.40729074042099,4.32436071840478e-34,7.95561832514886e-37,148.517041462731,-12.6767566640751
"RHBDF2","RHBDF2",-1.5888416113942,4.91599186533203e-34,9.18108585302428e-37,1784.0448718615,-12.6655192391365
"FCGR1B","FCGR1B",-2.39662708316134,5.41436355310435e-34,1.02627657591943e-36,365.96680754645,-12.656776373084
"PLA2G2D","PLA2G2D",-3.88155983021592,5.72719767228798e-34,1.10153767076758e-36,1529.48863807348,-12.6512179814926
"CKS2","CKS2",-1.84210884455992,1.11345023795495e-33,2.172585830156e-36,345.519078285956,-12.5977482953052
"FCER1G","FCER1G",-1.98327322311455,1.14617832380959e-33,2.26839473144198e-36,7106.57470654998,-12.5943434708245
"HJURP","HJURP",-2.15903967873727,1.3948294837497e-33,2.79937903358824e-36,99.4109389697327,-12.5777360349064
"JPT1","JPT1",-1.15469382605252,2.1847962453798e-33,4.44571779547667e-36,1656.9928208247,-12.5411368236652
"CCNE1","CCNE1",-1.64106480794786,2.37157985991565e-33,4.89189992010476e-36,66.5853271077609,-12.5335560945089
"AD000671.2","AD000671.2",-1.88483298467196,2.48251507726499e-33,5.18992699079789e-36,202.597328451549,-12.5288662653376
"SESTD1","SESTD1",0.872363087272955,2.91936566499477e-33,6.1845795272363e-36,1934.59466795245,12.5149513034019
"FGD2","FGD2",-1.46561596166793,3.12324970146776e-33,6.70356033485763e-36,1283.42604820902,-12.508551353777
"CD53","CD53",-1.71034953903186,3.47926254695795e-33,7.56466839477966e-36,7187.4010086149,-12.4989469434854
"AP001528.3","AP001528.3",2.15645752698769,3.54240831674541e-33,7.8300809339207e-36,264.025840733562,12.4962049989969
"HLA-DOA","HLA-DOA",-1.89943706432479,3.54240831674541e-33,7.89944711748105e-36,5112.80058531623,-12.495503606974
"H2AFX","H2AFX",-0.968880246040064,3.54529843163513e-33,8.00471562264656e-36,1249.34936055535,-12.4944507969973
"CXCR3","CXCR3",-2.31929309895048,4.0819414522886e-33,9.44393423107885e-36,316.965710256977,-12.4812939232379
"STXBP2","STXBP2",-1.38709819507611,4.0819414522886e-33,9.33067853840198e-36,2309.32736489931,-12.4822544373812
"EZH2","EZH2",-1.5218196861659,4.28403786227478e-33,1.00309179214239e-35,239.833629671499,-12.4764922579607
"SYK","SYK",-1.31853792358192,5.79497731153539e-33,1.37302598322093e-35,4428.54173356087,-12.4514643688547
"CXCR6","CXCR6",-2.38304057390434,6.92964915775624e-33,1.66118418834017e-35,144.635968391665,-12.4362515265943
"FAM78A","FAM78A",-1.425792379018,8.55758018030525e-33,2.07528773710539e-35,1286.76248836015,-12.4184556959543
"IRF8","IRF8",-1.54693318896033,1.18654828677563e-32,2.91055747000015e-35,3508.52330929798,-12.391362530291
"CXCL16","CXCL16",-1.58524228087892,1.38642336846482e-32,3.43948933221934e-35,6063.45543316849,-12.3779660955298
"CTSL","CTSL",-1.81778844569263,1.532484288299e-32,3.84455988702187e-35,19605.413511,-12.3690257983843
"NCAPG","NCAPG",-1.99636857639433,1.64745722376234e-32,4.17891588466545e-35,177.938892260926,-12.3623251764787
"ABHD16A","ABHD16A",-0.654994056692459,2.1024273600107e-32,5.45019496811137e-35,1714.97448243784,-12.3409602636214
"SYNGR2","SYNGR2",-0.864257134775306,2.1024273600107e-32,5.42315370620343e-35,8919.14301147012,-12.3413606989579
"RAB33B","RAB33B",0.584516232390098,2.14945020882256e-32,5.63200890952811e-35,680.94868604787,12.3383180937709
"HS3ST3B1","HS3ST3B1",-1.70321766452231,2.33773483767983e-32,6.19051734019745e-35,229.306022615736,-12.3307018328638
"MS4A4A","MS4A4A",-1.66972294577887,2.46388073124883e-32,6.59324181741848e-35,3913.66177956576,-12.3256224275189
"TIGAR","TIGAR",-0.949799114381577,2.66441849581827e-32,7.20414199566195e-35,491.34336482173,-12.318477631014
"IDO1","IDO1",-3.09455207987715,2.77840753611869e-32,7.66724309618818e-35,264.887814999364,-12.3134517876887
"UHRF1","UHRF1",-1.96102414337917,2.77840753611869e-32,7.63175046440711e-35,283.186685665996,-12.3138261578306
"FCGR2A","FCGR2A",-1.55501339579297,5.00270717910992e-32,1.39448283738256e-34,7111.6499816133,-12.2650952106871
"HMMR","HMMR",-2.11935729023538,5.08394241346704e-32,1.43129807319908e-34,114.235907103867,-12.2629843034832
"CD74","CD74",-1.54759275066917,5.31962743287939e-32,1.51247943736222e-34,287323.446408293,-12.2585140515279
"CXCL8","CXCL8",-3.58204885072498,5.55427845848663e-32,1.59467785707073e-34,1082.4774315998,-12.2542243679854
"RASSF4","RASSF4",-1.53933814851662,8.35463785985679e-32,2.4219716722651e-34,2403.85921977584,-12.2202973625408
"SCIMP","SCIMP",-1.96893058605069,8.98318096823701e-32,2.62922369802059e-34,673.994536778692,-12.2136208016279
"CTIF","CTIF",1.03561580367912,1.00450768307612e-31,2.96802270121446e-34,1811.13955298375,12.2037581543669
"CEP55","CEP55",-2.0612802690155,1.07535856434756e-31,3.20734122328052e-34,213.213599244564,-12.1974440761708
"CCR5","CCR5",-2.46704150873166,1.1314076065087e-31,3.40604937987287e-34,1230.92986218061,-12.1925474394606
"NPL","NPL",-1.58255909670459,1.33258517887215e-31,4.04883022988332e-34,2325.97619435096,-12.1784541783014
"TF","TF",2.13355779888468,1.39683568317039e-31,4.28298049195102e-34,586.166078601777,12.1738673997309
"FAM20A","FAM20A",-1.52624684710942,1.56160625798136e-31,4.83172946720366e-34,2685.53811125938,-12.1640261878947
"TIMP1","TIMP1",-1.79065513101621,2.21777892364386e-31,6.92379761527838e-34,40394.8541057882,-12.1346113230661
"SPP1","SPP1",-4.37638174150342,2.40694614816697e-31,7.58146103812871e-34,33286.3570975214,-12.1271809518448
"LCP2","LCP2",-1.50130860939843,2.76465688120636e-31,8.78525113470452e-34,2816.11724101014,-12.1151041071772
"DLGAP5","DLGAP5",-2.41361002828523,2.91924638957514e-31,9.35786299097257e-34,138.110403175653,-12.1099259277935
"TK1","TK1",-1.84741939919182,3.98562855479369e-31,1.28873285674165e-33,554.920596566488,-12.0836475464363
"CENPN","CENPN",-1.02217425042736,4.09581239653586e-31,1.33577714395734e-33,222.921106013625,-12.0806999748758
"UBE2C","UBE2C",-2.33352549522773,4.51626023545727e-31,1.48548768720267e-33,198.197580413134,-12.0719625566659
"UCP2","UCP2",-1.31978455582508,5.84200563599715e-31,1.93783601584296e-33,7559.03185411243,-12.050070719285
"MAGI2","MAGI2",0.938498052920424,6.48987024083205e-31,2.18121931210592e-33,393.30091443766,12.0403147116963
"MFSD12","MFSD12",-1.00239180711392,6.48987024083205e-31,2.18891790701234e-33,2534.56108990931,-12.0400240629948
"KLHDC7B","KLHDC7B",-2.57953432681688,7.20144472332555e-31,2.44899304876855e-33,254.545493543152,-12.0307588823419
"TMEM150B","TMEM150B",-1.95839793184727,7.78602126523823e-31,2.66949300522454e-33,240.104990468935,-12.0236393864715
"CENPM","CENPM",-1.89400796523842,7.81792330118477e-31,2.70222296682066e-33,100.942686098664,-12.0226326959194
"CENPA","CENPA",-2.20243076502463,8.04995666849448e-31,2.82377292052377e-33,63.6612240659471,-12.0189972709468
"GNA15","GNA15",-1.45414097429931,8.04995666849448e-31,2.8273018543005e-33,1769.62590253023,-12.0188940613603
"BUB1","BUB1",-2.09776504251804,8.55022063872642e-31,3.02683768952824e-33,161.422550706531,-12.0132572181426
"BMP2K","BMP2K",-1.30491313264735,8.96278835089515e-31,3.22285629899784e-33,3427.10977945027,-12.0080682149498
"TMEM51","TMEM51",-1.76674643687699,8.96278835089515e-31,3.20567985548503e-33,1027.48687803286,-12.008510202245
"HLA-DMA","HLA-DMA",-1.56602474577046,1.0761479992105e-30,3.89963038041434e-33,11252.951037378,-11.9922920556443
"TMEM206","TMEM206",-1.03785569070538,1.26613394826845e-30,4.62337413862488e-33,324.518467341154,-11.9781845539572
"CDC20","CDC20",-2.13035142010976,1.29732845303492e-30,4.77344545785669e-33,231.595909498672,-11.975535662309
"C1orf162","C1orf162",-2.04281260064202,1.5398498680499e-30,5.70871170594109e-33,1830.98949439641,-11.960687777689
"CXorf21","CXorf21",-1.54247471635482,1.5399808858526e-30,5.7521237269477e-33,318.393898073512,-11.9600587113746
"LYPLA2","LYPLA2",-0.574651966978246,1.68245083126018e-30,6.3311738597944e-33,1703.93818334528,-11.9520912844238
"NECAP2","NECAP2",-0.763859286899001,1.73577300866181e-30,6.5802126600141e-33,4416.31206883409,-11.9488849940231
"SIGLEC7","SIGLEC7",-2.1750743239427,1.81063506469251e-30,6.91448094391287e-33,309.8751500583,-11.9447658481654
"TRABD","TRABD",-0.954664165419238,1.94009392521114e-30,7.46293969837316e-33,1424.65519974467,-11.9384176907358
"SH2D2A","SH2D2A",-1.89023527588785,2.03363387695555e-30,7.87944554416229e-33,225.585406131305,-11.9338990916984
"BLNK","BLNK",-1.65520083920491,2.37739850160653e-30,9.27765268919622e-33,534.287914002752,-11.920297615427
"AURKB","AURKB",-2.16063379072208,2.49772621696595e-30,9.88647032220667e-33,122.03854024027,-11.9150012479217
"WDFY4","WDFY4",-1.74890148188203,2.49772621696595e-30,9.87248517612997e-33,1483.05751509521,-11.9151192337507
"CIITA","CIITA",-1.67077560130902,2.6976084114027e-30,1.07528363158351e-32,3187.56516796466,-11.9079977281618
"VAMP8","VAMP8",-1.70921572694485,3.11936905512285e-30,1.25209517473921e-32,5621.96155111507,-11.8952951924593
"LPXN","LPXN",-1.51329058709657,3.48389524217367e-30,1.40812490624441e-32,1459.51309284185,-11.8854866803344
"RPL7AP64","RPL7AP64",-1.7071827759552,3.48531508187474e-30,1.41841394272812e-32,55.2013233462573,-11.8848783717815
"CYBA","CYBA",-1.42711735400983,4.21519817645915e-30,1.72720315523204e-32,19845.6761245277,-11.8684093717102
"APOBEC3B","APOBEC3B",-2.2305358908503,4.30938454066647e-30,1.77780881398924e-32,145.579408215523,-11.8659928508013
"NUMBL","NUMBL",1.11937210801095,4.63595621607239e-30,1.92545637963704e-32,983.425127335948,11.8593142309769
"PDCD1","PDCD1",-2.85670057940407,4.89962625120134e-30,2.04862421653018e-32,259.002836626074,-11.8541211020091
"CORO7","CORO7",-1.15407797527351,6.18204420619224e-30,2.60205902476663e-32,2292.72569463157,-11.8340718594439
"FBP1","FBP1",-2.8529261596053,6.20708509111934e-30,2.62990086090631e-32,4532.60443017019,-11.8331787556707
"PLAT","PLAT",1.84438080711332,7.19555097494032e-30,3.06876459697803e-32,1969.23483132427,11.820220921871
"CXCL10","CXCL10",-3.28605538010815,8.11645392442935e-30,3.48413631877943e-32,1826.17419928357,-11.8095517892713
"HCG11","HCG11",0.749267895538576,8.51601630639996e-30,3.67939380485573e-32,872.208304597918,11.8049660656247
"SHCBP1","SHCBP1",-1.79385291354006,9.0019997466503e-30,3.91445842641797e-32,221.970019732998,-11.7997557829665
"LYZ","LYZ",-2.02707157537224,9.01517847453151e-30,3.94531852404585e-32,55624.8951066318,-11.7990949476756
"TSPAN33","TSPAN33",-1.38041437931634,9.59968143960103e-30,4.2278736375107e-32,1507.79415194867,-11.7932724923844
"USP30-AS1","USP30-AS1",-2.58314673295108,1.02768290906141e-29,4.55474794538715e-32,92.4212807672569,-11.7870006019865
"STAC3","STAC3",-2.14220306907749,1.10643352367883e-29,4.93461641222613e-32,508.702460623503,-11.7802505669731
"COQ2","COQ2",-1.06554319605124,1.57068944000831e-29,7.04894773076902e-32,584.646320778896,-11.7501549465116
"COL2A1","COL2A1",4.42577721402904,1.68816930252334e-29,7.62323141487893e-32,80.7740395248287,11.7435347587904
"UBD","UBD",-2.88476244440567,1.72783801907195e-29,7.85052535494712e-32,1294.98219395384,-11.7410504485739
"CXCR4","CXCR4",-2.11892529410567,1.90050805978973e-29,8.68803684475305e-32,3274.24411203557,-11.7324751574839
"SEMA4A","SEMA4A",-1.74269665608766,2.04133284526627e-29,9.38870855662534e-32,1164.57568510908,-11.7259095869923
"SMPDL3A","SMPDL3A",-1.36733343149873,2.40917472006963e-29,1.11476795409493e-31,897.708560914524,-11.7113601528567
"AC098613.1","AC098613.1",-2.71149504432348,2.55810484713673e-29,1.1930606790633e-31,50.1034551836394,-11.70560440518
"LAIR1","LAIR1",-1.57644218483372,2.55810484713673e-29,1.19794178207379e-31,3736.01337916301,-11.7052580933348
"H2AFY","H2AFY",-0.855978732213422,2.6283783260878e-29,1.23817682817795e-31,7221.87079346992,-11.7024556815344
"CHFR","CHFR",-0.715826542676789,2.77849250363619e-29,1.31663756269868e-31,1238.63634288934,-11.6972417820751
"SPTBN1","SPTBN1",1.29734279918184,2.95029726094513e-29,1.40627409511252e-31,16849.0742906651,11.6916501413609
"DEF6","DEF6",-1.48862598958489,3.20042284766789e-29,1.53441875902126e-31,961.806958781287,-11.6842422462095
"ANKDD1A","ANKDD1A",0.993266012515798,3.286106371214e-29,1.58465896089205e-31,288.970132842271,11.6815043469735
"SKA3","SKA3",-2.09855241977392,3.47580950912322e-29,1.68582816609739e-31,66.0126224026291,-11.6762432562126
"MIGA1","MIGA1",0.586866261996655,3.49231196969823e-29,1.70356681448694e-31,793.836637398802,11.6753532021457
"FCGR3A","FCGR3A",-2.19181311327961,3.59399951056752e-29,1.76318861006239e-31,21723.0259142897,-11.6724276441293
"LINC01094","LINC01094",-1.86858326688621,3.88861942484219e-29,1.91856623887684e-31,716.843160506564,-11.665242075421
"APOC2","APOC2",-3.99075160095556,4.02222569751099e-29,2.00690843165008e-31,92.5041236813789,-11.6614101151805
"CXCL2","CXCL2",-2.60581542629789,4.02222569751099e-29,1.99933765532491e-31,256.977786384563,-11.6617318806263
"AOC2","AOC2",1.8151216813554,4.1950521371011e-29,2.10483452175107e-31,109.71678304666,11.6573534322509
"KIF20A","KIF20A",-2.2729710966671,4.28396023226688e-29,2.16138481404963e-31,175.82380306536,-11.6550952991318
"PLB1","PLB1",-1.47442141797832,4.66902685106772e-29,2.38169174563176e-31,575.495261230088,-11.6468245526935
"PTTG1","PTTG1",-1.74823829260585,4.66902685106772e-29,2.37908096334265e-31,278.442442307748,-11.646918043595
"EBF3","EBF3",1.17831035420988,4.950440120737e-29,2.55284020163441e-31,1083.83969720509,11.6409077398833
"RGS1","RGS1",-3.13281741602878,4.950440120737e-29,2.55067487882125e-31,1178.52472345703,-11.6409801080051
"LILRA4","LILRA4",-3.06432410152223,4.97901612671422e-29,2.58145505106298e-31,60.8548453228756,-11.6399570738872
"BLM","BLM",-1.40841656735842,5.12790736717723e-29,2.67294404923245e-31,121.005934024105,-11.6369862653362
"ALG3","ALG3",-0.593172027101197,5.48127154151062e-29,2.87241546983692e-31,1177.53363859549,-11.6308445317515
"PDCD1LG2","PDCD1LG2",-1.45791906481308,5.52337473242993e-29,2.90987546879235e-31,838.892669077997,-11.6297385197189
"ATG7","ATG7",-0.734581710960423,5.88872750340487e-29,3.12158066847082e-31,2199.53580085955,-11.623741927825
"LGI4","LGI4",1.46666213472328,5.88872750340487e-29,3.13518314466991e-31,1082.66740757634,11.6233705612259
"RNASE4","RNASE4",1.03428800778618,6.99478050940343e-29,3.74354803569466e-31,2303.65125343437,11.6082136054852
"SLC31A2","SLC31A2",-1.37413435593209,7.6893613827748e-29,4.1367156707332e-31,2887.81893849739,-11.5996697342949
"PLEK","PLEK",-1.53064035783046,7.93910698284184e-29,4.30911720218012e-31,5223.17963039799,-11.5961748080687
"TSPAN17","TSPAN17",-0.601272877783276,7.93910698284184e-29,4.3153334122764e-31,1691.40407837014,-11.5960514009692
"ZNF704","ZNF704",1.51999118341986,8.52629411008888e-29,4.65826800160954e-31,1264.21727973697,11.5895031539317
"PDE6G","PDE6G",-2.20930398258726,8.56087474911082e-29,4.70102390404134e-31,59.755032735109,-11.5887205167906
"CDKN3","CDKN3",-1.82872479925259,9.73943268595977e-29,5.37535239531717e-31,401.833997514504,-11.5772324289533
"FAM219B","FAM219B",0.758659867088348,1.03356060639944e-28,5.73320029751886e-31,1340.68071522375,11.5717048261027
"DUSP2","DUSP2",-2.46285878751888,1.13460350691235e-28,6.32531571797824e-31,290.762976744913,-11.563270202397
"OR2I1P","OR2I1P",-3.02377329275114,1.14076331889619e-28,6.39145441388527e-31,615.057594517358,-11.5623771866407
"TNS2","TNS2",1.08048891432211,1.25506977845384e-28,7.06687373512683e-31,4626.49349376738,11.553749387458
"SIK2","SIK2",1.22986915262199,1.25808484797299e-28,7.11891913974959e-31,2326.67328196461,11.5531189313767
"CDCA2","CDCA2",-2.06546300785994,1.32941339954942e-28,7.55959117792561e-31,66.2999299177663,-11.5479571993088
"LY86","LY86",-1.91351623499977,1.45108664607083e-28,8.2919236918333e-31,954.225868640793,-11.5400062084653
"IL10RA","IL10RA",-1.41705131584862,1.48420580460702e-28,8.52254761669813e-31,5716.06714229461,-11.5376461975876
"LAP3","LAP3",-1.1597765928296,1.53722508148864e-28,8.86984228203898e-31,9804.49532178289,-11.5342092751433
"CYTH3","CYTH3",0.905676070294759,1.93623951019692e-28,1.12261412716644e-30,2825.39770228353,11.5139167124123
"GRK6","GRK6",-0.915354183668099,1.96816507570802e-28,1.14661045525568e-30,2528.74745092824,-11.5120932032809
"COBLL1","COBLL1",1.181149325468,2.19655013024455e-28,1.28578544209437e-30,1466.62662486247,11.5022112318455
"PILRA","PILRA",-1.6947133063135,2.27428872329009e-28,1.33763044073647e-30,1390.61172674973,-11.498799415772
"AP001528.2","AP001528.2",1.95264608511551,2.48534464380767e-28,1.47561925890183e-30,99.9902350419996,11.4903213870769
"CARD9","CARD9",-1.37327497809136,2.48534464380767e-28,1.47223068876372e-30,321.608741600528,-11.4905199856259
"ASF1B","ASF1B",-1.55926637771505,2.75038929419044e-28,1.64456563348008e-30,239.217662951558,-11.480953611733
"HK3","HK3",-1.92338132954488,2.75038929419044e-28,1.65019077147809e-30,2332.15620475428,-11.4806584002116
"JADE1","JADE1",0.734124474863582,2.75038929419044e-28,1.65598351928958e-30,1382.08575528568,11.4803554344991
"HAVCR2","HAVCR2",-1.66408346155089,2.82381176199164e-28,1.7080617487169e-30,3459.07324980874,-11.4776780004177
"CCNA2","CCNA2",-1.8910461845299,2.86195408071493e-28,1.73911077239263e-30,273.141504556863,-11.4761200079969
"IGLC7","IGLC7",-5.24899213858391,2.9413608685082e-28,1.79556245352835e-30,686.714511276587,-11.4733567987464
"NCKAP1L","NCKAP1L",-1.44323868491457,3.07535535170133e-28,1.88593220174019e-30,5872.66475537296,-11.4691080000361
"TMEM47","TMEM47",1.33169942860431,3.08293114062227e-28,1.89917151798613e-30,1983.94696255247,11.4685025753828
"MARCH1","MARCH1",-1.4615818367845,3.20806557618382e-28,1.98520016142943e-30,2639.90974119907,-11.4646677400165
"RNASET2","RNASET2",-1.26582903281424,3.41602486165775e-28,2.12341057602698e-30,5272.92424832011,-11.4588394195599
"KIF2C","KIF2C",-1.74815542470155,3.92828105455977e-28,2.45278036577391e-30,159.188568714021,-11.446342377848
"MGLL","MGLL",1.10469658248239,4.83946167862009e-28,3.03520244652131e-30,7543.24886699045,11.4278531485948
"TPMT","TPMT",-0.894667744622248,4.86742343794772e-28,3.0663071692716e-30,1259.40020469809,-11.4269676036394
"NECTIN3","NECTIN3",1.05815962475285,5.00789443975563e-28,3.16875829358754e-30,411.774636707049,11.4241126263838
"MMP12","MMP12",-3.85786401544345,5.12446939010656e-28,3.25680563329421e-30,97.8407472525437,-11.4217313046002
"DDHD2","DDHD2",0.537723385910006,5.24516525373563e-28,3.34813336057271e-30,1606.53846894995,11.4193278437406
"CDCP1","CDCP1",-1.76991646414864,5.3498706898507e-28,3.45946807183802e-30,703.99600350908,-11.4164843712842
"LAPTM5","LAPTM5",-1.63234367162555,5.3498706898507e-28,3.45970731719961e-30,36071.6394845396,-11.4164783593196
"PPP1CA","PPP1CA",-0.665473050025423,5.3498706898507e-28,3.4329195312046e-30,6831.56109803577,-11.4171540826584
